created_at;full_text;hour_of_publication;text_length;contains_keywords
2024-05-22 16:46:16+00:00;@happebyengie offre des tarifs moins cher car tout est en ligne par rapport à @engiepartfr où tout se fait par téléphone ou messagerie \nquelqu’un m’explique la différence ? 🤔🤔🤔🙄;16;178;0
2024-05-23 17:17:48+00:00;@engiepartfr @engiegroup vous n’avez pas honte de couper le gaz à toute une copro à romainville (93) sans préavis pour un défaut de paiement pour lequel aucune relance n’a jamais été faite?!! des familles avec des nourrissons sont privé d’eau chaude pour une durée indéterminée !!;17;280;2
2024-05-23 21:37:15+00:00;@engiepartfr comment je peux avoir 2000e d’électricité ???? à réguler allo ?;21;76;0
2024-05-24 14:34:44+00:00;@grdf @engiepartfr \naujourd'hui j ai rencontré kafka. 45 mn au tel,avec engie puis grdf puis de nouveau engie. engie est incapable de modifier une adresse, pour les factures ok, mais pour le reste non. utilisation de sous traitant à tout va;14;241;1
2024-05-25 09:40:55+00:00;@engiepartsav vous pouvez me faire un devis si je veux changer de fournisseur ?;9;79;1
2024-05-26 07:57:48+00:00;6 ans qu'on est chez @engiepartfr @engiegroup et nous continuons à avoir des erreurs de facturation, toujours gérées comme des pieds. là je viens de recevoir 3 factures datées d'hier, sans aucune justification ou conso, juste un montant, circulez y'a rien à voir. scandaleux.;7;275;3
2024-05-26 15:55:17+00:00;@engiepartfr bonjour \nest ce normal de se retrouver avec une facture à payer sous 8 jours de plus de 2780 euros pour un studio après un changement de compteur linky il\ny a 6 mois, sans aucune alerte, avec des fausses informations transmises par enedis ? un studio étudiant complètement rénové!;15;295;1
2024-05-26 16:11:23+00:00;@engiepartfr @engiegroup pour compléter le tableau, des échanges lunaires avec un(e) conseiller(e) qui répond à moitié aux questions sur ces factures, et à coté raconte n'importe quoi : que nous aurions signé un contrat en février (pas du tout) et n'aurions pas été facturé de l'électricité (archi faux).;16;304;1
2024-05-28 07:16:01+00:00;'@engiepartfr apporte son soutien au #pncee et à @ecologie_gouv dans sa lutte contre la fraude à la #rénovationenergétique et son objectif de faire des #cee un outil transparent et efficace pour les consommateurs.\nces fraudes atteignent douloureusement les #consommateurs lésés, mais aussi l’ensemble des consommateurs qui se voient pénalisés par des factures d’énergie alourdies par les annulations de cee frauduleux !;7;420;1
2024-05-29 07:25:37+00:00;faudra me dire comment je consomme 370€ d’électricité soit mon appartement c’est versailles soit les chauffages fonctionne à pleine puissance @engiepartfr je vous quitte toute façon;7;181;0
2024-05-29 19:43:14+00:00;j'invite tout le monde à vérifier ses factures @engiepartfr car ils sont en train de nous escroquer! contrat soit disant bloqué pour 1 ans a 0.13cts du kwh je m'apercois que je suis à 0.30cts depuis nov 2023 et à l'heure actuelle je n'ai meme pas l'infos sur mon espace client!;19;277;1
2024-05-31 05:27:48+00:00;@med_energie depuis des mois et des mois @engiegroup refuse de reconnaître une facturation abusive . 25€/mois 8 mois de l'année sans aucune consommation du client de gaz . ils ne répondent pas ou avec désinvolture . ça fait très cher pour rien du tout. @med_energie @dgccrf;5;273;0
2024-05-31 15:33:08+00:00;@pfchenu @engiepartfr @ecologie_gouv moi ce qui m'atteint douloureusement, ce sont les +20.24% d'augmentation de l'abonnement gaz 😝\n#gazpasserelle #engie;15;154;0
2024-06-03 10:14:50+00:00;@engiepartfr bonjour, cela fait plusieurs jours que je n’arrive pas à me connecter à votre site. pouvez-vous me donner la raison de cette non connexion ?;10;153;0
2024-06-05 08:31:09+00:00;@engiepartfr attention arnaque chez engie facture annuelle qui ne correspond pas à la consommation. incapable de m’expliquer d’où vient le problème.;8;148;2
2024-06-05 20:58:46+00:00;je viens de recevoir un courrier d'@engiepartfr : plus de 20% d'augmentation pour le seul abonnement. \nça ne va pas bien se passer...\n@brunolemaire;20;149;0
2024-06-06 06:56:22+00:00;@zinotoujours @_bien_commun dîtes @engiegroup @engiepartfr c'est normal que vous ayez un salarié qui utilise votre image et service pour menacer une personne ? pire encore qu'il ait accès à un dossier sans que le client l'ait sollicité ? un peu de ménage dans vos services serait bien 🙏;6;286;1
2024-06-06 11:22:09+00:00;@engiepartfr bonjour, j’ai regardé mon échéancier, la semaine dernière, ok et je regarde aujourd’hui j’ai pris 30€ en plus?\nsans communication, sans prévenir, sans raison?\nvous annoncez un prix et vous le changez comme vous voulez?;11;233;0
2024-06-06 11:29:41+00:00;@engiepartsav un mois d’attente pour que quelqu’un me recontacte depuis la résiliation de mon contrat, on rappelle toutes les semaines et impossible d’avoir le service facturation en direct bien évidemment, comment on fait pour être remboursé d’un service non fait ?;11;266;2
2024-06-06 15:43:55+00:00;@vaevix quoi ?! tu ne contractes pas ?! moi c’est @engiepartfr qui me fait vivre un enfer avec son appli de m… qui se déconnecte sans arrêt, exige une triple authentification (lol pour lire sa conso, s’cuse le secret défense 😂) et est totalement illisible une vrai usine .. à gaz !;15;281;1
2024-06-07 12:53:32+00:00;la musique d'attente quand on appelle pour avoir un conseiller @engiepartfr tu sais pas si tu appelles réellement engie ou l'exorciste ! 🤣;12;138;1
2024-06-07 13:30:13+00:00;par contre raccroché au nez après 4min d'attente c'est pas cool @engiepartfr 😩;13;78;1
2024-06-07 16:04:17+00:00;bonjour @engiepartsav ,\n\nj’ai passé 15 minutes au téléphone et le conseiller n’a pas su me renseigner…\n\nj’acquiers une maison le 25 juin.\nactuellement c’est la force qui est installée et je souhaite plutôt repasser en mono.\nc’est un compter linky, quel coût pour changer?\nmerci;16;284;0
2024-06-09 08:35:17+00:00;"@engiepartfr \nsi l'augmentation des tarifs (contrat + conso) du #gazpasserelle vous interpelle , rien ne sert d'appeler #engie pour connaitre les autres types de contrat!\nrep: ""nous on est gaz passerelle on ne connait pas les autres contrats!""\nbelle assist telephonique!";8;273;0
2024-06-11 16:32:30+00:00;@engiepartfr le pire des svc clients. appeler 10 fois le svc client pour le même problème et avoir des conseillers arrogants qui ne consultent pas le dossier avant de donner une réponse toute faite et à côté de la plaque. a quand les remboursements des sommes indûment perçues ?!;16;279;1
2024-06-12 09:00:48+00:00;@engiepartfr on en parle du fait que vous préleviez 970 euro à une personne sans même l'informer et en vous basant sur des estimations sans demander les relever ? et que vous refusez d'activer le compteur pour qu'on les fasse ? voleur un jour voleur toujours ?;9;260;0
2024-06-18 15:36:41+00:00;@engiepartfr trouvez-vous ça normal d’inventer des consommations et de ne pas vouloir rembourser l’intégralité des trop perçus à vos clients ? @dgccrf @med_energie;15;163;0
2024-06-19 08:06:11+00:00;"🗓️ rdv le 20/06 pour la table ronde ""l’#ia, au service de la #relationclients""\n\n🗣️ @clairecreation, directrice marketing, data et communication engie\n🗣️ e. krieger, professeur à @hecparis\n🗣️ v. luciani, ceo @artefact_france\n\n@engiepartfr 🤝 @bymaddyness\n\n#collaborationcommerciale";8;287;1
2024-06-20 08:08:50+00:00;coucou @engiepartsav je t'ai envoyé un dm;8;41;0
2024-06-22 07:48:57+00:00;@engiepartfr pourquoi vos tarifs ont explosé ,moi je ne m'en sort pas, vos factures ont triplés..... moi je suis handicapé ♿️, je ne suis pas riche pour payer aussi cher ....;7;174;1
2024-06-24 08:02:35+00:00;@engiepartfr qui refuse d'envoyer un extrait de compte comptable à un client. 🤷\n\npour surfacturer, il y a du monde, pour envoyer un extrait de compte, pas possible. 🤔;8;168;1
2024-06-24 19:06:59+00:00;@engiepartfr attention, engie double les prix du kwh sans en informer ses clients. et vous envoie des factures de régularisation exorbitante. fuyez ce fournisseur à tout prix.;19;175;1
2024-06-27 09:18:08+00:00;fuyez mon pilotage elec! thread ⬇️\n@engiegroup @engieinnov @engieimpact @engiepartfr #jagisavecengie;9;101;0
2024-06-27 20:35:12+00:00;bonus - merci @engiepartfr @engiepartsav #monpilotageelec #jagisavecengie;20;73;0
2024-06-28 13:41:03+00:00;quelqu'un sait comment contacter un responsable chez @engiepartfr @engiegroup ? jamais disponible quand on parle aux conseillers 🤔🤷;13;131;0
2024-07-01 19:32:28+00:00;@engiepartfr contrat souscris pour le 20/06/2024 nous sommel e 01/07/2024 et je n'ai tjr rien c'est honteux !;19;109;0
2024-07-02 02:56:47+00:00;@engiepartfr c'est la galère chez vous j'ai résilié mes deux contrats le 27 juin et je reçois aujourd'hui un nouvel échéancier qui se met en route pour le mois d'août c'est juste fou;2;182;0
2024-07-04 08:14:07+00:00;@engiegroup, @engiepartfr \nvoici le courrier que vous adresse engie, courrier à la fois lamentable sur la forme et très contestable sur le fond. incapable de rédiger dans un bon français, il vous conseille de rester tranquillement chez vous lorsque il vous doivent presque 6000 € sur une facture qui est en attente depuis plus d’un mois, alors qu’ils s’engagent à régler sous 15 jours ce genre de litige . un nouveau délai va donc courir à partir de maintenant sans se poser la question de savoir si la personne concernée a réellement besoin de cet argent sur son compte en banque. les petits hommes gris, tous ces gens qui se réfugient derrière des grandes sociétés, n’ont aucune considération pour ceux qui les font vivre.;8;725;3
2024-07-04 21:40:36+00:00;même consommation électrique sur 2 années entières et… ma facture a doublée !! on est sur quel niveau d’enculade là? merci @brunolemaire @engiepartfr 😤😤;21;152;1
2024-07-06 17:52:51+00:00;merci à @engiepartfr le gaz devient un luxe.abonnement plus chers que la consommation.chercher erreur 😩;17;103;1
2024-07-07 20:01:37+00:00;@engiepartfr @clairecreation @hecparis @artefact_france @ingridlabuzan @bymaddyness depuis decembre j attends un cheque de remboursement d un trop payé #engie c est pour quand ?;20;177;0
2024-07-09 10:44:26+00:00;@engiepartfr @coopsecudefense \nce fournisseur d électricité sont des voleurs ! \n1400 euros en 2 mois de factures et surtout ne pouvant donner aucune explications c est terrible .\n#nepasprendreengie;10;200;1
2024-07-10 16:45:53+00:00;en 3 ans, je suis passé de 35 euros d’électricité à 80 puis 150, c’est une dinguerie je vais commencer à me brancher sur l’éclairage public vous allez voir @engiepartfr;16;168;0
2024-07-12 09:48:21+00:00;@engiepartfr inacceptable!! j’attends depuis plus d’une semaine d’être rappeler en urgence par un chauffagiste!! je ne peux pas dormir chez moi à cause de vous! vous êtes scandaleux!!honte sur vous et l’impossibilité d’accéder à vos service!! #engie #serviceclient #intouchable;9;277;3
2024-07-12 11:45:20+00:00;@engiepartsav bonjour. je suis passé de engie part à engie pro mais vous continuez le contrat malgré la demande de résiliation par engie pro. pouvez vous m'aidez svp?;11;166;0
2024-07-16 01:05:44+00:00;@alertesinfos en même temps... vous avez regardé votre prix du kilowatts ?! en 1 an, c'est l'explosion💥... +50% pour moi.\nmerci @engiepartfr;1;141;0
2024-07-16 07:40:29+00:00;@engiepartfr c’est vraiment une société qui se fou de ses clients. \nleur app est bidon. n’est jamais à jour, c’est jamais de leur faute toujours celle du client. \npourtant avec tout le fric qu’ils prennent ils devraient avoir un truc fonctionnel mais non.\nfranchement à fuir.;7;278;0
2024-07-16 14:56:14+00:00;hello @engiepartfr c’est possible de discuter en privé ??;14;57;0
2024-07-17 07:42:42+00:00;@engiepartfr ça va de passer mes mensualités de 80€ à 170€ ??? vous êtes des grands malades j’ai 40m2 😂😂;7;104;0
2024-07-17 08:23:44+00:00;@engiepartfr alors comme ça on veut pas rembourser ses client et on leur impute des délais et des contraintes effarantes alors que c’est vous qui êtes en tord ? ça commence à faire beaucoup la non ?;8;198;1
2024-07-18 12:55:46+00:00;@engiepartfr bonjour j’ai une question puis-je savoir si c’est possible de savoir si quelqu’un est branché sur mon compteur électrique ???;12;138;0
2024-07-19 14:03:54+00:00;@engiepartfr merci pour ce jour d'attente pour l'entretien de ma chaudière. passage dans la matinée (8h-12h) et aucun appel. après 5 appels au numéro fourni, toujours aucune nouvelle du technicien. \navoir pris sa matinée, puis prendre un avertissement du patron j'adore.;14;271;1
2024-07-19 14:43:34+00:00;@engiepartfr pour cela faudrait que votre site marche, impossible de se connecter depuis plus d'1 mois;14;102;0
2024-07-21 12:37:33+00:00;hey @engiepartfr comment vous pouvez justifier que je consomme moins en mai qu’en janvier mais que je paie 3 fois plus cher ? le prix de l’abonnement a déjà doublé et le prix de l’électricité n’a pas triplé à ce que je sache. \nmoins je consomme et plus je suis facturé ?!;12;272;0
2024-07-22 19:29:13+00:00;@engiegroup @engiepartfr @grdf vous croyez que c’est normal de couper le gaz quand on a 2 enfants en bas âge sans nous prévenir en plus??? parce que votre sois disant message envoyer le 11/07 il est inexistant.\nfaut arrêter de se foutre de la gueule du monde à un moment;19;271;1
2024-07-23 15:45:23+00:00;@engiepartfr bonjour. comment résilier son abonnement quand on a déménagé ? j’essaie de vous joindre depuis un mois 🙁;15;117;1
2024-07-23 18:22:47+00:00;45 min au téléphone avec @engiepartfr pour tenter de comprendre leurs tableaux aux intitulés trompeurs pr notre offre qui change au 1er septembre.\nje fais les calculs avec la dame.\nen se basant sur notre conso réelle de 2023 : tarif +46% ! 🤬😱\nmais vous êtes malades !!;18;271;0
2024-07-25 00:54:10+00:00;@engiegroup @engiepartfr \nje veux bien être gentille, mais les mail à 2h38, pour me dire que vous changer mon échéancier mais en plus vous l’augmenter de 40€, vous vous êtes cru ou ?;0;183;0
2024-07-27 00:07:19+00:00;@engiegroup @engiepartfr pires escrocs, ça vous dérange pas de faire payer 400€ a une de vos clientes tout simplement parce qu'une de vos salariées n'a pas été capable de faire son travail correctement ? la honte absolue.;0;221;0
2024-07-29 09:31:02+00:00;depuis le mois de juin je demande une facture à mon service client engie. ma dernière facture date de septembre 2023. service client qui se permet de raccrocher au nez de ses clients. il ne donne aucune solution. à ce jour toujours aucune facture. #engie @engiegroup @engiepartfr;9;279;2
2024-07-29 16:35:26+00:00;@engiepartfr mes plus sincères remerciements, a tout le personnel, pour force majeure j'ai du déménager, votre personnel un 10/10 mil fois merci;16;144;0
2024-07-30 07:36:26+00:00;@engiepartfr merci d'arrêter de balader les gens!!! et de faire votre travail \n#escroc;7;87;1
2024-07-31 09:24:16+00:00;@engiepartfr bonjour j'aurais besoin d'informations svp;9;55;0
2024-08-04 12:13:55+00:00;@enedis_bourg bonjour, plus de 10h de coupures d'électricité en 2 jours avec les chaleurs actuelles... aucune heure de fin de travaux un dimanche. actuellement, il est 14h, la coupure à commencer à 8h30... \nj'ai le droit d'avoir de l'électricité pour manger ou de l'eau chaude ?;12;279;1
2024-08-05 08:00:27+00:00;@engiepartfr pour finir plus vite une facture on me dit non mais vous avez pas d’argent ?;8;89;1
2024-08-05 12:55:44+00:00;@engiepartfr ou comment se moquer des clients ? le service clients qui me passe le service facturation car il n'est pas capable d'effectuer une demande à son collègue : c'est n'importe quoi ! \n#leclientfaitletravaildesemployes;12;227;1
2024-08-05 14:39:19+00:00;@enedis_bourg @chronopost @sncfvoyageurs bon record battu, 24h de coupure d'électricité en 3 jours, avec un mépris total du conseiller clientèle et de @engiepartfr . une vraie finale de rolland garros, pour ne pas m'indemniser mes pertes alimentaires... oh on est au cambodge ou quoi là ?;14;288;1
2024-08-06 08:32:02+00:00;@engiepartfr bonjour, mail de fraude, je ne suis même pas chez vous.\nsouhaitez-vous que je vous fasse suivre ce mail ?;8;119;0
2024-08-06 13:41:04+00:00;@engiepartsav hello, possible d’aller en dm ?;13;45;0
2024-08-08 12:53:07+00:00;@engiepartfr 2 mois après les remboursements annuels toujours rien de votre part, toutes les 2 semaines on me dit vos remboursements seront dispo dans 2 semaines et on est le 8 août j’ai toujours rien. franchement organisation à revoir. en attente toujours d’une réponse.;12;271;1
2024-08-09 07:11:05+00:00;@engiepartfr est une blague en termes de relation client, incompétent et très condescendant. pour réclamer de l'argent, il savent faire mais pour appliquer des réductions pour défaut de fournitures d'électricité, plus personne...;7;229;0
2024-08-09 08:25:16+00:00;@engiepartsav 3 questions :\n1/ impossible de me connecter, alors que je n'ai aucun problème sur les sites d'eau, d'électricité, impôts et autres. la connexion par france connect ne fonctionne pas non plus pour le site engie parce que 2/\n2/ je ne reçois aucune facture, alors que;8;280;2
2024-08-10 15:16:49+00:00;@engiepartfr besoin de vous 🫠;15;29;0
2024-08-11 12:23:22+00:00;@engiepartfr comment pouvez vous me demander 136 euros alors que je vie seul . j'ai pas les moyens ......;12;105;0
2024-08-13 10:24:18+00:00;@engiepartfr dites messieurs, dames, de engie, ça va, pas trop gêner de faire attendre les gens 15 jours pour régulariser un compteur ? sans deconner;10;149;0
2024-08-13 10:26:51+00:00;@engiepartfr votre site web sera de nouveau accessible quand pour consulter mes factures ??? j'en ai besoin pour un justificatif !!! 2 mois que le site est inaccessible !!! ne me dîtes pas de vous parler en mp , je sais que c'est une machine;10;241;1
2024-08-14 11:58:18+00:00;bonjour @engiepartsav j'ignore si vous faites partie des organismes qui ne peuvent plus accéder a leurs dm, mais je viens de vous en envoyer un...;11;146;0
2024-08-20 06:50:06+00:00;et un phishing/scam de l'espace clients particuliers de @engiepartfr...\nca ne s'arrêtera jamais. 😭;6;99;1
2024-08-21 07:39:05+00:00;@engiepartfr votre service client est catastrophique ! une honte !;7;66;1
2024-08-21 18:52:24+00:00;hé @engiepartfr je crois bien que votre site c'est de la merde !;18;64;0
2024-08-23 03:05:19+00:00;@engiepartfr bonjour pourriez-vous me dire quand votre application sur téléphone ios va fonctionner correctement ? depuis des semaines impossible de connaître la consommation les comparaisons avec les années antérieures ? merci;3;227;0
2024-08-23 07:36:38+00:00;fidèle cliente depuis des années chez @engiepartfr , mes factures ne font qu’augmenter alors que ma conso n’a pas changé ! \n\nenvie de résilier mon contrat dans les prochains jours. \nil me faut choisir un autre fournisseur mais je ne sais pas lequel. \nvous êtes chez qui vous ?;7;280;2
2024-08-23 09:07:53+00:00;@engiepartfr faire payer des factures de clôture aux particuliers à cause d’une erreur de votre part , ça vous dérange pas trop ?;9;129;2
2024-08-23 15:08:51+00:00;@engiepartsav @engiepartfr nous vous avons déjà contacté pour cette erreur, par téléphone. vous nous avez renvoyé une nouvelle facture avec le même montant à régler … super de se foutre de la gueule des clients de telle façon;15;225;2
2024-08-27 07:39:19+00:00;@engiepartfr bonjour, j’ai besoin de votre aide : \n1 – le 29 juillet je reçois l’appel d’un de vos collaborateurs, m’indiquant qu’il y a une anomalie dans mon index de consommation et me demande d’aller faire une relève sur mon compteur gaz. ce que je fais.;7;258;0
2024-08-27 14:15:50+00:00;dis @engiepartfr, ce serait bien que tu arrêtes de m’envoyer par mail le bilan de conso du contrat que j’ai transféré quand j’ai déménagé;14;137;1
2024-08-28 10:30:40+00:00;euh @engiepartfr je viens juste de regarder le prévisionnel de ma facture de régul : 230.23 euros pour le 16 01 25, sachant que je paie déjà mensuellement 130 euros. vous voulez quoi ? que je me désengage de chez vous ou que je me désengage du gaz ? @engiepartsav;10;263;1
2024-08-28 19:38:14+00:00;@engiepartfr j’arrive pas à me connecter à mon application…. c’est vraiment pénible;19;83;0
2024-08-29 15:09:06+00:00;@engiepartsav petit problème engie en voulant recharger ma voiture j'ai été débité 2 fois;15;89;1
2024-08-29 19:55:49+00:00;@engiepartfr me demande 215€ de régularisation ++++ augmentation des mensualités pour l’année suivante de 20€/mois mais on est où là \nje vivais à 17*c tout l’hiver à faire mon petit citoyen modèle là;19;200;0
2024-08-30 12:28:43+00:00;@engiepartfr , tjs aussi cata le service client … jamais de réponse , hier des techniciens qui se présentent chez moi pour une inter faite y a 6 mois, et dont j’attend tjs la facture. un devis de réparation signé en juillet , aucune date à ce jour … la plateforme ne sert à rien;12;278;3
2024-09-01 08:02:01+00:00;@engiepartfr on pourrait dm svp?;8;32;0
2024-09-03 19:50:12+00:00;ont verra bien en attendant je paye plus de 80e par mois chez @engiepartfr , et cela ne peu pas continuer....;19;109;0
2024-09-04 10:33:57+00:00;depuis ma régule de 2k chez tufi @engiepartfr je préfère tomber malade tout l’hiver qu’allumer;10;94;0
2024-09-05 08:24:40+00:00;"bonjour @engiepartfr, vous m'avez appelé pour préparer mes régulations de facture. ca fait 3 mois que vous me facturez 167€ alors que mon contrat est à 46€ et que j'avais demandé à passer à 100 pour anticiper la régulation. une explication logique autre que ""c'est le systeme""?";8;277;1
2024-09-05 15:40:30+00:00;@engiepartfr @60millions mon compteur linky envoie des informations erronées à engie, malgré les relances et appels personne de chez engie ne daigne se déplacer pour consulter les informations de mon compteur. engie me débite des factures erronées quels sont mes recours ?;15;272;2
2024-09-05 18:53:28+00:00;vos télé conseillers c’est pas possible @engiepartfr le mec m’a limite insulté 😳\nils sont comment les votre @totalenergies ?;18;125;0
2024-09-09 09:49:36+00:00;@engiepartfr service client catastrophique 2 mois que je cours apres 150€ que engie me dois;9;91;1
2024-09-10 07:31:17+00:00;#sondage : quel pourcentage peut-on économiser sur sa facture de chauffage en isolant correctement ses combles ? 🏠\n\nla réponse dans quelques jours sur notre compte @engiepartfr ! 😉\n\n#jagisavecengie;7;201;1
2024-09-10 18:49:33+00:00;pas de problème @engiepartfr les hausses de tarif d’abonnement au gaz. une augmentation du kwh ok mais vous justifiez comment la hausse d’abonnement ? moins de conso et une facture qui explose sur les dernières années à qui profite le crime ?;18;242;2
2024-09-11 17:22:05+00:00;merci ⁦@engiepartfr⁩ les prix sont bougie proche 300€ d abonnement annuel.soit 30€ par mois 🕯️🕯️🕯️;17;98;0
2024-09-11 19:30:35+00:00;@lavoixdunord @engiepartfr @engiegroup a dû anticiper la hausse je suis passé de 120 à 350€ par mois en 1 été ……;19;112;0
2024-09-16 10:53:50+00:00;@engiepartfr service déplorable ... impossible d'envoyer un mail .... trés mecontent;10;84;1
2024-09-16 13:56:32+00:00;@engiepartfr vous m’avez coupé l’électricité alors que je suis insuffisant respiratoire sous oxygène 24/24 avec une machine électrique;13;134;0
2024-09-16 14:47:34+00:00;@engiepartfr vous m’avez coupé l’électricité alors que je suis insuffisant respiratoire sous oxygène 24/24 avec une machine électrique \nbernard magault \nnuméro contrat : 511 859 172\nréf client : 308 539 679;14;209;0
2024-09-18 06:18:40+00:00;@engiepartfr impossible de vous joindre par téléphone m herbecq 0668803463;6;74;0
2024-09-18 11:53:07+00:00;@engiepartfr bonjour,\nça fait des années que j’ai l’application engie. je n’ai jamais pu m’y connecter, j’ai tout le temps ce massage d’erreur. si je passe par internet, aucun soucis.\nc’est que chez moi, ou c’est un problème régulier?;11;236;3
2024-09-20 13:46:31+00:00;@engiepartsav bonjour, avez-vous un ligne téléphonique de service à la clientèle à laquelle on peut s'adresser en espagnol ? merci;13;130;1
2024-09-20 20:32:30+00:00;"@engiepartfr le gaz est coupé dans la copropriété pour cause de ""factures impayées"" alors que celles-ci le sont mais n'ont pas été enregistrées comme tel. plsrs immeubles dans ce cas. combien de fois cela va-t-il arriver encore ? on nous annonce ""pas d'eau chaude de w-e"" ?!";20;274;1
2024-09-23 18:42:44+00:00;je viens de découvrir que @engiepartfr a augmenté ses tarifs de 25 % pendant l’été 😳😳😳 comment des trucs comme ça sont possibles sans que tout explose dans le pays ?? moi mon salaire il prend jamais +25 % contrairement aux billets sncf ou au tarif de gaz « réglementé »;18;269;0
2024-09-24 09:08:38+00:00;@edfetmoi et les clients déjà chez vous ? ils doivent contacter @engiepartfr ?;9;78;0
2024-09-25 10:39:08+00:00;#engie @engiepartfr cela vous arrive de répondre aux lettres recommandées que vos clients vous envoient? vous ne respectez plus rien !;10;134;0
2024-09-26 15:49:34+00:00;🔴 merci à tous d'avoir suivi notre #live et notre participation à la 7e édition de l’#uapv dédiée à l'#autoconsommation solaire !\n\nsuivez notre compte @engiepartfr et apprenez-en plus sur les solutions pour consommer moins et mieux ! 😉\n\n#jagisavecengie;15;256;0
2024-09-27 05:06:28+00:00;@engiepartfr @enerplan c’est super d’éduquer les consommateurs mais éduquez vous et répondez aux lettres recommandées que le client vous envoie !? le respect du client, vous ne l’avez plus !;5;190;0
2024-09-30 20:29:37+00:00;plus d'eau chaude sur deux bâtiments du nouveau quartier république raccordés au réseau de chaleur... #nantes ça revient quand 😬🥶 @engiepartfr ?;20;144;0
2024-10-02 13:32:56+00:00;3 jours que l’entreprise est sensée me rappeler et ne m’a pas rappelée. je n’ai toujours pas d’eau chaude. je prends des douches glaciales tous les jours. l’entreprise nous fait tourner en bourrique. ma mère a appelé l’entreprise avec son patient chauffagiste pendant 2h ce matin. les gens au bout du fil n’y connaissent rien en chaudière. et ils prétendent qu’ils rappellent et ne rappellent pas. ils m’ont installée n’importe comment mon ballon d’eau chaude et d’après le patient de ma mère y’a des fils qui sont n’importe comment ! ma mère a payé un accompte pour l’installation et on est comme des connes. que faire ? changer d’entreprise ? je vous invite à ne jamais faire appel à cette entreprise , ça s’appelle engie. ils vont avoir des avis google très négatifs de ma part. on est déjà au mois d’octobre et je ne peux pas avoir d’eau chaude, ça dure depuis le mois d’août cette histoire.\n@engiepartfr @engiegroup \n\nc’est un scandale ! je suis polyhandicapée et je me retrouve à l’eau froide depuis des semaines.;13;1022;1
2024-10-03 12:56:34+00:00;le mail un peu bugé @engiepartfr et avant on avait un lien pour refusé, visiblement maintenant obligé de téléphoner 😭;12;117;1
2024-10-03 17:44:47+00:00;@engiepartfr impossible de vous contacter par mail à chaque fois erreur dans votre formulaire!! possible d'avoir une adresse mail ??? ça commence à me saouler vos arnaques !;17;173;1
2024-10-03 21:55:05+00:00;@engiepartfr y a t il des heures creuses;21;40;0
2024-10-04 06:32:43+00:00;on a pris une régul de 300 euros sur notre facture @engiepartfr, bon certes… mais j’apprends mtn que notre offre n’étant plus commercialisée, on prend en plus 100 euros d’augmentation/mois avec la nouvelle… 🫠. et merci le courrier obscur pour t’informer bien sûr.;6;263;1
2024-10-04 07:40:59+00:00;@engiepartsav ma mère vous a contacté suite à votre message twitter, et toujours rien !!!;7;89;0
2024-10-04 08:05:59+00:00;engie home service :\nla pire expérience de toute ma vie avec une entreprise ! \n\nvotre entreprise m’a bloquée le jeudi pendant 5h chez moi, ensuite m’a bloquée mon vendredi en prétendant qu’un mec viendrait le vendredi pour régler ce qui ne va pas ( soit disant une histoire de résistance). tout le vendredi j’ai attendu chez moi au qu’à où la personne viendrait comme c’était prévu, elle n’est jamais venu. finalement le vendredi soir le mec m’a appelé pour me dire qu’il n’était pas au courant qu’il devait venir le vendredi, il m’a donné rendez-vous le lundi d’après à 7h30 du matin, soit disant j’allais enfin avoir de l’eau chaude. il n’a pas réussi à régler le probleme, il est parti en me disant qu’il finirait par me mettre l’eau chaude et qu’il allait me rappeler pour revenir. il ne m’a pas rappelée de toute la semaine ! je vais porter plainte contre votre entreprise! je n’ai jamais vu ça !\n\nma mère a payé un acompte et je suis à l’eau froide depuis le mois d’août alors que je suis polyhandicapée !\n\n@engiepartfr \n\n#scandale #engie #arnaque #incompetence #chauffeeau #entreprise #attention;8;1111;2
2024-10-04 08:52:29+00:00;@engiepartfr @eno_kel et après vous avez l'audace de m'envoyer des lettres pour me réclamer 3 euros et des poussières ! ça va faire 3 ans ! en me menaçant pour ainsi dire ! si vous croyez que je vais me laissé faire , et payer ! vous faites fausse route avec moi !;8;264;0
2024-10-04 17:21:25+00:00;@engiepartfr je vais porter plainte , toute la journée vous m’avez dit au téléphone que je me suis rétracté et que c’est bon je suis pas engagé chez vous pour m’envoyer à 18hr un mail de bienvenue avec un contrat que j’ai jamais signé, heureusement j’ai enregistré les 2 appels;17;277;0
2024-10-06 00:57:37+00:00;ptdrrrrrrrrrr je change de fournisseur d'électricité et je dois payer 200 balles ????? allez vous faire enculer @engiepartfr !!!\n\nlundi matin ça va vous appelez et croyez moi que je vais pas payer vôtre merde ! 🖕;0;214;0
2024-10-06 20:52:22+00:00;@engiepartfr pour pouvoir en profiter faudrait déjà qu'on puisse accéder à notre compte depuis votre site et application qui ne fonctionnent plus depuis mai ( on est plusieurs à attendre que ça refonctionne) veuillez me dire quand ceci sera réglé ici et pas en privé;20;266;0
2024-10-07 11:45:11+00:00;@engiepartfr est ce que vous réalisez du démarchage dans nancy cette semaine ?;11;78;0
